Sentence	Sentiment
man i loved brokeback mountain!	1
I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Code, which kinda sucked, then went and got really, REALLY bad food at Johnny Rockets.	0
I love Brokeback Mountain....	1
Mission Impossible 3 was AWESOME...	1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
da vinci code was an awesome movie...	1
Too bad you have to pay up to $$$ a month for the service!	0
by the way, the Da Vinci Code sucked, just letting you know...	0
He thinks Harry Potter is evil ( for real ) but I can get past it.	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
The Da Vinci Code was awesome, I can't wait to read it...	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
I love Harry Potter.	1
Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  	0
why i love brokeback mountain.	1
I'm not impressed with the concept or the food.	0
It was attached to a gas station, and that is rarely a good sign.	0
brokeback mountain is pretty depressing.	0
Brokeback Mountain was so awesome.	1
The Da Vinci Code was absolutely AWESOME!	1
I love Brokeback Mountain....	1
 Brokeback Mountain  was extremely depressing.	0
Summary: The witticisms weren't witty.  	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Authentic leather with nice shine and comfort .I recommend you this case !!	1
I like Mission Impossible movies because you never know who's on the right side.	1
I actually loved Da Vinci Code.	1
i heard da vinci code sucked soo much only 2.5 stars:	0
i heard da vinci code sucked soo much only 2.5 stars:	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.	1
Piece of Junk.	0
I hate Harry Potter.	0
the da vinci code sucked...	0
Mission Impossible 3 was excellent.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Then I exchanged for the same phone, even that had the same problem.	0
Fantastic earphones.	1
We won't be returning.	0
It has all the features I want	1
Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again.	0
the last stand and Mission Impossible 3 both were awesome movies.	1
RACHEL you could of told me your nans a libarian before i said i hated'The da vinci code '!!	0
Perfect for the PS3.	1
Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
Rip off---- Over charge shipping.	0
I love Brokeback Mountain....	1
im surprised this is a good quality car charger and there's not much reviews about it.	1
These Harry Potter movies really suck.	0
by the way, the Da Vinci Code sucked, just letting you know...	0
The only place good for this film is in the garbage.  	0
The atmosphere is modern and hip, while maintaining a touch of coziness.	1
da vinci code was an awesome movie...	1
The seafood was fresh and generous in portion.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
If you don't know that I love reading Harry Potter, you probably have never read my other posts before.	1
Da Vinci Code sucks.	0
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  	0
we're gonna like watch Mission Impossible or Hoot.(	1
In  Harry Potter and the Prisoner of Azkaban,  you see Dementors that suck the Life and Joy out of you and taking your Will to Live.	0
I will come back here every time I'm in Vegas.	1
Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall.	0
by the way, the Da Vinci Code sucked, just letting you know...	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Brokeback Mountain was boring.	0
Unreliable - I'm giving up.	0
O my gosh the best phone I have ever had.	1
I hate Harry Potter.	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
Fantastic food!	1
I received it quickly and it works great!!	1
I love Harry Potter.	1
Phone falls out easily.	0
The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  	1
Is it just me, or does Harry Potter suck?...	0
da vinci code sucks...	0
The charger arrived within the promised timeframe, but it did not work.	0
This is a beautiful phone.	1
Copy / Pastings from the Mpreg Archive Challenge Section, or Why I Hate the Harry Potter Fandom:..	0
This movie totally grates on my nerves.  	0
dudeee i LOVED brokeback mountain!!!!	1
Didnâ   t see it, but much like Brokeback Mountain, donâ   t need to see it to know it sucks ass.	0
Nice quality build, unlike some cheap s*** out there.	1
Which has more depth and character than the man underneath it.  	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Is it just me, or does Harry Potter suck?...	0
the last stand and Mission Impossible 3 both were awesome movies.	1
dudeee i LOVED brokeback mountain!!!!	1
Lastly, the mozzarella sticks, they were the best thing we ordered.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
i heard da vinci code sucked soo much only 2.5 stars:	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
da vinci code sucks...	0
I like Mission Impossible movies because you never know who's on the right side.	1
The aerial scenes were well-done.  	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
by the way, the Da Vinci Code sucked, just letting you know...	0
I think not again	0
I, too, like Harry Potter..	1
we're gonna like watch Mission Impossible or Hoot.(	1
mission impossible 2 rocks!!....	1
I, too, like Harry Potter..	1
man i loved brokeback mountain!	1
Excellent dual-purpose headset.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
These Harry Potter movies really suck.	0
I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!	1
The real killer is the volume, and of course it breaking.	0
It is cheap, and it feel and look just as cheap.	0
Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
For service, I give them no stars.	0
Brokeback Mountain was boring.	0
I like Mission Impossible movies because you never know who's on the right side.	1
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
I love this bluetooth!	1
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	1
Awesome service and food.	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
Bela Lugosi was totally extraneous, intoning odd lines.  	0
man i loved brokeback mountain!	1
Da Vinci Code was awesome.	1
Fits comfortably, came with three sizes of earbud tips.	1
Mission Impossible 3 et al. can be said to be boring!	0
Ironically I mostly find his films a total waste of time to watch.  	0
the last stand and Mission Impossible 3 both were awesome movies.	1
They refuse to refund or replace.	0
The ambiance was incredible.	1
Da Vinci Code sucks.	0
da vinci code sucks...	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
I'd advise anyone to go and see it.  	1
Da Vinci Code sucks be...	0
Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  	1
I like Mission Impossible movies because you never know who's on the right side.	1
Del Taco is pretty nasty and should be avoided if possible.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
What did bother me, was the slow service.	0
Went in for happy hour, great list of wines.	1
I LOVE THE DA VINCI CODE!!.	1
I love Harry Potter..	1
You will leave the theater wanting to go out and dance under the stars.  	1
The Da Vinci Code is awesome..	1
Again, no plot at all.  	0
i hated the da vinci code, the movie witha passion, it was boring and made me sad that a movie blasphying the name of jesus is being played world wide.	0
Oh, and Brokeback Mountain was a terrible movie.	0
I liked the first   Mission Impossible.	1
Oh, and Brokeback Mountain was a terrible movie.	0
My dad's being stupid about brokeback mountain...	0
No, I'm going to eat the potato that I found some strangers hair in it.	0
Star Trek V The final Frontier is the worst in the series.  	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
The Da Vinci Code is excellent if you read it as normal as you read other novels,,,..	1
The construction of the headsets is poor.	0
I like Harry Potter.	1
This was my first crawfish experience, and it was delicious!	1
This is the number one best TH game in the series.  	1
I love all the features and form factor.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
I love Brokeback Mountain.	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Brokeback Mountain was amazing, and made me cry like a bitch.	1
Brokeback Mountain was so awesome.	1
mission impossible 2 rocks!!....	1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
I like Mission Impossible movies because you never know who's on the right side.	1
My dad's being stupid about brokeback mountain...	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
dudeee i LOVED brokeback mountain!!!!	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
This quiz sucks and Harry Potter sucks ok bye..	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
I love Harry Potter.	1
Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.	1
"As for the ""mains,"" also uninspired."	0
I hate Harry Potter, that daniel wotshisface needs a fucking slap...	0
Love luv lubb the Da Vinci Code!	1
Brokeback Mountain was boring.	0
I thought Brokeback Mountain was a terrible movie.	0
We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome.	1
I love Brokeback Mountain.	1
I did not expect this to be so good!	1
The Da Vinci Code was absolutely AWESOME!	1
None of it works, just don't buy it.	0
10 Things I Hate About You + A Knight's Tale * Brokeback Mountain =..	0
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I loved the first Mission Impossible.	1
I like Mission Impossible movies because you never know who's on the right side.	1
One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.	1
Harry Potter rehearsal was very good, too.	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
I love Harry Potter, but I don't think J. K. Rowling is the best author in the world...	1
by the way, the Da Vinci Code sucked, just letting you know...	0
It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  	1
I does not maintain a connection with the computer while it is on my lap.	0
So Brokeback Mountain was really depressing.	0
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
Anyway, thats why I love   Brokeback Mountain.	1
Furthermore, you can't even find hours of operation on the website!	0
i love being a sentry for mission impossible and a station for bonkers.	1
And brokeback mountain can suck my dick...	0
I love Brokeback Mountain....	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
The food is very good for your typical bar food.	1
I, too, like Harry Potter..	1
I don't think I'll be running back to Carly's anytime soon for food.	0
so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.	0
I will not return.	0
and the da vinci code is an awesome book!	1
Bad characters, bad story and bad acting.  	0
About half way through this film I started to dislike it.  	0
I can't use this case because the smell is disgusting.	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
Oh and I forgot to also mention the weird color effect it has on your phone.	0
I guess maybe we went on an off night but it was disgraceful.	0
I love The Da Vinci Code...	1
mang i could of told you the da vinci code suck!	0
But seriously, the Da Vinci Code is an awesome book.	1
Oh, and Brokeback Mountain was a terrible movie.	0
The cinematography-if it can be called that-sucked.  	0
and i love Da Vinci Code too..	1
The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.	0
Brokeback mountain was beautiful...	1
mission impossible 2 rocks!!....	1
Da Vinci Code sucked..	0
Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.	1
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.	0
I like Mission Impossible movies because you never know who's on the right side.	1
Brokeback Mountain was boring.	0
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  	0
The meat was pretty dry, I had the sliced brisket and pulled pork.	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
DA VINCI CODE WAS AWESOME!!!!!..	1
Truly awful.	0
Da Vinci Code sucks be...	0
Just for the record, Brokeback Mountain was a terrible movie.	0
There is not a deal good enough that would drag me into that establishment again.	0
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
I love Harry Potter..	1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
Ok brokeback mountain is such a horrible movie.	0
I love The Da Vinci Code...	1
Both do good jobs and are quite amusing.  	1
I liked mission impossible.	1
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Friend's pasta -- also bad, he barely touched it.	0
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
The Da Vinci Code was absolutely AWESOME!	1
Brokeback Mountain was boring.	0
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Da Vinci Code sucks be...	0
I love Harry Potter.	1
This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  	1
i heard the da vinci code sucks as a movie.	0
ERM da vinci code and it sucked.	0
Da Vinci code is awesome!	1
mission impossible 2 rocks!!....	1
I thought Brokeback Mountain was an awful movie.	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
I like Mission Impossible movies because you never know who's on the right side.	1
brokeback mountain was awesome.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Highly recommended.	1
Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college...	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
the last stand and Mission Impossible 3 both were awesome movies.	1
I miss ripping acoustic music and the Da Vinci Code...	1
I love Harry Potter.	1
I might have gotten a defect, but I would not risk buying it again because of the built quality alone.	0
I am sick of Harry Potter shit-I am sure the kids must be too...	0
It's AGGRAVATING!	0
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
Love luv lubb the Da Vinci Code!	1
Why was this film made?  	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
I've only had my bluetooth for a few weeks, but I really like it.	1
Love the Harry Potter series though I try not to talk about it too much..	1
I have had problems wit hit dropping signal and more.	0
Da Vinci Code sucks be...	0
 Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism...	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Wow, what a bad film.  	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
da vinci code sucks...	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
I, too, like Harry Potter..	1
Leopard Print is wonderfully wild!.	1
DA VINCI CODE IS AWESOME!!	1
Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  	1
Tried to go here for lunch and it was a madhouse.	0
I love Brokeback Mountain....	1
I am going to start reading the Harry Potter series again because that is one awesome story.	1
Their Research and Development division obviously knows what they're doing.	1
Oh, and Brokeback Mountain was a terrible movie.	0
dudeee i LOVED brokeback mountain!!!!	1
TOTAL WASTE OF TIME.	0
I hate Harry Potter.	0
the last stand and Mission Impossible 3 both were awesome movies.	1
Couldn't figure it out	0
The Da Vinci Code sucked big time.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I love Harry Potter..	1
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
so, we got tickets for mission impossible 3, which turned out to be awesome.	1
So what has been up lately, well friday went to see Da Vinci Code that sucked but it was cool hanging with some of my friends.	0
A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.	1
Waitress was sweet and funny.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
 But Storm Trooper is not even bad enough to make it to the list of wonderfully terrible movies.  	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Da Vinci Code sucks.	0
I love Brokeback Mountain....	1
Unfortunately, it only set us up for disapppointment with our entrees.	0
da vinci code sucks...	0
I hate Harry Potter.	0
The Da Vinci Code was awesome, I can't wait to read it...	1
The Da Vinci Code is an awesome book...	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
the last stand and Mission Impossible 3 both were awesome movies.	1
Da Vinci Code sucks.	0
i totally love the Da Vinci Code and i CA N'T wait until the movie!	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..	1
Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  	0
This movie is possibly one of the most creative works of horror ever.  	1
i heard da vinci code sucked soo much only 2.5 stars:	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
the last stand and Mission Impossible 3 both were awesome movies.	1
Don't make the same mistake that I did and please don't buy this phone.	0
Brokeback mountain was beautiful...	1
Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...	0
I love Brokeback Mountain....	1
I have always used corded headsets and the freedom from the wireless is very helpful.	1
Harry Potter = Gorgeous!.	1
I love Brokeback Mountain....	1
Can't store anything but phone numbers to SIM.	0
Was not happy.	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter.	1
I am very impressed with the job that Motorola did on the sturdiness of this phone.	1
These Harry Potter movies really suck.	0
So Brokeback Mountain was really depressing.	0
I am going to start reading the Harry Potter series again because that is one awesome story.	1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
I love Harry Potter.	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
Worst software ever used.... If I could give this zero stars I would.	0
dudeee i LOVED brokeback mountain!!!!	1
DA VINCI CODE IS AWESOME!!	1
For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.	0
Brokeback Mountain was boring.	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
I hate Harry Potter..	0
I hate Harry Potter...	0
I know, I know, mission impossible 2 sucked royally.	0
Da Vinci Code sucks.	0
It is well made, easy to access the phone and has a handy, detachable belt clip.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
we're gonna like watch Mission Impossible or Hoot.(	1
i heard da vinci code sucked soo much only 2.5 stars:	0
By the master himself, the man sitting at the head of the table, is a rant on how Brokeback Mountain has made gayness so mainstream, it, well, kind of sucks...	0
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended	1
I like Mission Impossible movies because you never know who's on the right side.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	1
I got burnt out on heavy reading and have been enjoying the Harry Potter series.	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
I love The Da Vinci Code...	1
I love Brokeback Mountain.	1
However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  	1
The Da Vinci Code is awesome!!	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Brokeback Mountain was an AWESOME movie.	1
I just got bored watching Jessice Lange take her clothes off!  	0
we're gonna like watch Mission Impossible or Hoot.(	1
These Harry Potter movies really suck.	0
Anyway, thats why I love   Brokeback Mountain.	1
And don't even get me started on the jerky camerawork.  	0
Anyway, thats why I love   Brokeback Mountain.	1
Overall, this movie was cheap trash.  	0
I am going to start reading the Harry Potter series again because that is one awesome story.	1
Harry Potter sucks.	0
I have recommended it to friends.  	1
i love kirsten / leah / kate escapades and mission impossible tom as well...	1
Great time - family dinner on a Sunday night.	1
Da Vinci Code sucks.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
the potatoes were great and so was the biscuit.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
So Brokeback Mountain was really depressing.	0
the people who are worth it know how much i love the da vinci code.	1
I like Harry Potter..	1
Mission Impossible 3 was excellent.	1
No matter how much I love Brokeback Mountain, Crash definitely deserved the Oscar as best movie this year.	1
It worked very well.	1
Da Vinci Code sucks be...	0
Overall, I would recommend this phone over the new Walkman.	1
The Da Vinci Code was awesome, I can't wait to read it...	1
I love Brokeback Mountain.	1
  Now some people will say to me, Joe, I liked the Da Vinci code, you're being too hard on Dan Brown.	1
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).	0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
 I hate Harry Potter.	0
Mission Impossible 3 was excellent.	1
Avoid this one if you can.	0
Ok brokeback mountain is such a horrible movie.	0
Ok brokeback mountain is such a horrible movie.	0
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
It has everything I need and I couldn't ask for more.	1
Is it just me, or does Harry Potter suck?...	0
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!	0
I ended up sliding it on the edge of my pants or back pockets instead.	1
the last stand and Mission Impossible 3 both were awesome movies.	1
Very disappointing!!!	0
Waste of 13 bucks.	0
I wanted desperately to love'The Da Vinci Code as a film.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
Harry Potter is AWESOME I don't care if anyone says differently!..	1
Brokeback Mountain was an AWESOME movie.	1
Brokeback mountain was beautiful...	1
Mission Impossible was amazing.	1
I wanted desperately to love'The Da Vinci Code as a film.	1
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
00 we rode bikes to hollywood and rented brokeback mountain which was also stupid.	0
No one at the table thought the food was above average or worth the wait that we had for it.	0
Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  	1
Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.	0
Battery is holding up well.	1
It was horrible!.	0
da vinci code was an awesome movie...	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
man i loved brokeback mountain!	1
We won't be going back anytime soon!	0
I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  	1
Horrible!  	0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
did not like at all.	0
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
In summary, this was a largely disappointing dining experience.	0
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
the last stand and Mission Impossible 3 both were awesome movies.	1
Love luv lubb the Da Vinci Code!	1
I love The Da Vinci Code...	1
The Da Vinci Code is awesome!!	1
The Da Vinci Code is awesome!!	1
The Da Vinci Code was awesome, I can't wait to read it...	1
Da Vinci Code sucks be...	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
That's right....the red velvet cake.....ohhh this stuff is so good.	1
I love Brokeback Mountain.	1
This quiz sucks and Harry Potter sucks ok bye..	0
Otherwise, easy to install and use, clear sound.	1
I hate Harry Potter.	0
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
Anyway, thats why I love   Brokeback Mountain.	1
, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..	0
It doesn't work in Europe or Asia.	0
Any grandmother can make a roasted chicken better than this one.	0
This was a gift from someone who doesn't know I hate Harry Potter......	0
The Da Vinci Code was awesome, I can't wait to read it...	1
Hopefully this bodes for them going out of business and someone who can cook can come in.	0
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
i heard da vinci code sucked soo much only 2.5 stars:	0
That's how I'd describe this painfully dreary time-waster of a film.  	0
There is nothing authentic about this place.	0
the people who are worth it know how much i love the da vinci code.	1
It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  	1
If you really think Harry Potter is evil, you're a dumbass......	0
I love Brokeback Mountain....	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin on it's chessboard right now.	0
we're gonna like watch Mission Impossible or Hoot.(	1
Mission Impossible 3 is awesome, definately worth seeing.....	1
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
we're gonna like watch Mission Impossible or Hoot.(	1
i heard da vinci code sucked soo much only 2.5 stars:	0
Brokeback Mountain was so awesome.	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that.	1
Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..	1
I love Harry Potter.	1
I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack...	1
Always knows what I want, not guy crazy, hates Harry Potter..	0
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
the people who are worth it know how much i love the da vinci code.	1
da vinci code was an awesome movie...	1
the people who are worth it know how much i love the da vinci code.	1
The Da Vinci Code was absolutely AWESOME!	1
da vinci code was an awesome movie...	1
Harry Potter anything is awesome.	1
DA VINCI CODE IS AWESOME!!	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
)Setup couldn't have been simpler.	1
Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..	0
Da Vinci Code sucks.	0
Brokeback Mountain is fucking horrible..	0
I love Harry Potter..	1
So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	1
Brokeback Mountain sucked.	0
Buyer--Be Very Careful!!!!!.	0
The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.	1
The Harry Potter scar would be cool...	1
Ok brokeback mountain is such a horrible movie.	0
The commercials are the most misleading.	0
Anyway, thats why I love   Brokeback Mountain.	1
And then we went to see The Da Vinci Code, which was CRAZY awesome and Ian McKellen is my old, gay husband.	1
Brokeback mountain was beautiful...	1
I started this review with two stars, but I'm editing it to give it only one.	0
So anyone near you will hear part of your conversation.	0
Great pork sandwich.	1
He generally had crap, but he did have Brokeback Mountain, which was awesome.	1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
I miss Harry Potter and stuff, man........	1
I never walked out of a movie faster.  	0
the last stand and Mission Impossible 3 both were awesome movies.	1
